,userid
0,8211762692
1,3917127931
2,4354243991
3,6806160819
4,6024067013
5,3871079997
6,4292708579
7,8589646656
8,7902480389
9,8214648772
10,6806160819
11,3591192516
12,7032202312
13,2973487091
14,7292319976
15,8376595964
16,3590758848
17,7354828005
18,4025473842
19,3591192516
20,3319879646
21,3917127931
22,8173768197
23,3601130240
24,3654619123
25,4141896390
26,6916143672
27,4532163990
28,4473078633
29,4854542728
30,7751175687
31,4189574411
32,4317860584
33,4354243991
34,3601130240
35,3590758848
36,6689192075
37,3654619123
38,3031537110
39,3031537110
40,3418234076
41,4453216784
42,2607775651
43,2675323077
44,4250453470
45,3842245582
46,6834291199
47,7390224249
48,4829021872
49,3871386048
50,8218542396
51,2607807192
52,2607787192
53,3727284890
54,2736346078
55,4858425999
56,3687195889
57,3840524210
58,6707011987
59,3840524210
60,2607422020
61,2629274505
62,2609785278
63,4288929086
64,3278511217
65,2602181477
66,3485195604
67,2670558989
68,4855821362
69,3727284890
70,3836492661
71,2661845271
72,3858037886
73,4473078633
74,7390392696
75,4250453470
76,3921185571
77,2966829960
78,8006408628
79,3851796657
80,4696630515
81,2607775651
82,4473078633
83,2608137617
84,7390392696
85,2943178496
86,3835112473
87,3485195604
88,3842443808
89,2674953680
90,3410674357
91,3374423617
92,2674953680
93,3687195889
94,8068780804
95,6455187479
96,3786040307
97,3567841496
98,3840557755
99,2650824584
100,3687195889
101,8304709965
102,2736346078
103,7512731338
104,3868749368
105,7292475392
106,7512731338
107,7512731338
108,3379129395
109,3021343005
110,3842443808
111,3836492661
112,2607787192
113,4881378390
114,6959571939
115,2607787192
116,7763540802
117,3857405952
118,8057835432
119,6197263332
120,3875675062
121,4130518620
122,4367429068
123,3668966911
124,4105998752
125,3094455744
126,3094455744
127,3094455744
128,3094455744
129,3843777225
130,6065250222
131,3875675062
132,3875675062
133,4293319108
134,4115736048
135,4293319108
136,4053869758
137,6403223792
138,2687736443
139,3679611215
140,4682227182
141,4025473842
142,2911166878
143,2632589624
144,6022026283
145,3106403431
146,3677039501
147,2650076220
148,3917127931
149,2648244728
150,3856441001
151,8544767356
152,4354243991
153,8544767356
154,3875675062
155,7755940719
156,3875675062
157,3651173547
158,3875675062
159,6744559775
160,3614526943
161,8719536772
162,7529132056
163,3590758848
164,6612811869
165,3852666292
166,6912983432
167,8029167718
168,4354243991
169,3073455425
170,8277594905
171,2956899658
172,3066570881
173,7884662242
174,3601130240
175,6773851867
176,3687145540
177,7783805782
178,3370006528
179,8262359747
180,8287038209
181,4684770411
182,3591192516
