,userid
0,8242741906
1,4105850061
2,4743170037
3,3458276311
4,3684793289
5,4743170633
6,4743177107
7,4743170819
8,3676940376
9,4741478157
10,4022102354
11,3917125804
12,4741262063
13,3440899139
14,3344693879
15,3926105093
16,3196603994
17,4741268006
18,3458380000
19,4741239027
20,4741239131
21,4741239630
22,3918284891
23,4742934187
24,2768630246
25,8596388417
26,4741243261
27,2705612077
28,6990224692
29,4022653672
30,4378371935
31,6782025502
32,8157893076
33,3580841131
34,8234521417
35,2630833586
36,4941732849
37,7856108235
38,4742944116
39,8497428827
40,4742945666
41,3948560911
42,4117655134
43,4274618136
44,8043875154
45,8157893076
46,4023237600
47,8976890539
48,2962771810
49,3440377820
50,4742903511
51,2668340344
52,4806268351
53,6143857938
54,7678789504
55,4633123714
56,3921477041
57,8157893076
58,4626534274
59,4741475297
60,4022746711
61,3922557878
62,6430806105
63,3789060111
64,3696411793
65,8157893076
66,4694927031
67,3917117704
68,8151509008
69,3554411338
70,7977635695
71,6134100196
72,3919739314
73,3440937298
74,4509332423
75,4434233436
76,7093983356
77,3929483006
78,4741209680
79,6088382192
80,4834185525
81,8851031366
82,8157893076
83,3680517853
84,4742959175
85,2809656020
86,4091178435
87,6374185504
88,2597166017
89,3460697186
90,3922553445
91,6809838335
92,3440964033
93,3441439872
94,3440910765
95,8157893076
96,8256450292
97,7950631289
98,4871835384
99,3299405717
100,8313800837
101,2817312247
102,2567348816
103,4871836225
104,2755479981
105,3859446222
106,7741260129
107,3440374010
108,8157893076
109,4436043848
110,3511180033
111,6458108497
112,7987100639
113,4022137164
114,8737896008
115,4076118856
116,8041654628
117,7791839018
118,8157893076
119,4771651969
120,7215778827
121,4742962671
122,4742963805
123,3591191985
124,4588997685
125,6953297718
126,3922570732
127,7282396167
128,3382998897
129,7502205849
130,4858724960
131,4881812284
132,3922339706
133,3586913970
134,4742946384
135,2976973784
136,7511644872
137,8157893076
138,8044869636
139,4741265575
140,6686985457
141,4482502354
142,3440927580
143,3685784793
144,3380710319
145,6070338188
146,6719054824
147,4020613739
148,3633308301
149,3575133842
150,4742946158
151,4742955712
152,4742958056
153,6719123412
154,3010497519
155,6081443962
156,3929422974
157,7399095474
158,3485334655
159,4080190535
160,3277921673
161,4625438935
162,7289329708
163,7121145904
164,4741209115
165,7987183985
166,7389383924
167,8157893076
168,7466425742
169,7963532819
170,6413386235
171,4056504613
172,3331857857
173,4669718815
174,3684736013
175,8138928457
176,4871750198
177,4110551683
178,3673284242
179,6416454904
180,2663301540
181,2693936011
182,7077033717
183,6342856449
184,3595416480
185,4872457230
186,8157893076
187,3621049666
188,7362057048
189,2606374258
190,4741476418
191,8565062034
192,7326403548
193,3498207257
194,7096098542
195,7242308078
196,7311681158
197,4505536474
198,3375249695
199,2668640149
200,4156164817
201,2608413371
202,2575319103
203,7077033717
204,4262632516
205,6485267137
206,8032073776
207,4871836327
208,8157893076
209,2663141981
210,3138664279
211,3684052722
212,8086905857
213,3064514082
214,3926082067
215,3472376519
216,6813697147
217,4742942960
218,2694930922
219,6125938162
220,7357436108
221,8157893076
222,8335537414
223,4022422904
224,4192327959
225,3769132030
226,4853199690
227,4700021601
228,8623308319
229,4941732849
230,3916823171
231,7391039038
232,6826366182
233,6882154405
234,3122243028
235,6105608357
236,3642543505
237,3289998483
238,6678031897
239,4468846095
240,3916796207
241,8867571192
242,8404575735
243,8429626274
244,6052115077
245,3929948141
246,8157893076
247,4838197563
248,3672371469
249,3642543505
250,3208660599
251,7482049628
252,6312980852
253,7483849298
254,2707688981
255,3917118394
256,6643778295
257,2563718629
258,7806025869
259,2549711022
260,3101945289
261,8184792616
262,3421096878
263,8212573934
264,3420966792
265,7188734929
266,8336927148
267,8294983966
268,7029490104
269,2644421678
270,7711935099
271,3308028300
272,3654733618
273,2775297563
274,3309134853
275,3301331518
276,6476909519
277,3130350381
278,3592289530
279,4722126701
280,3912656867
281,7857688766
282,3766546992
283,4022833515
284,6720681582
285,6738608759
286,8951282199
287,6123657893
288,4440773553
289,3678665250
290,2706496301
291,2706496301
292,8088369204
293,6940622315
294,4263295900
295,3614245134
296,4350829505
297,3238215755
298,4382969637
299,8203003116
300,4016926818
301,8287795409
