,userid
0,7525533759
1,4219358482
2,4219358482
3,4109643267
4,6198662526
5,3224269209
6,6679171594
7,7442200916
8,4438100813
9,2981076422
10,6105608357
11,6391470258
12,2695785710
13,6667924285
14,7527153658
15,4665960457
16,8946204576
17,4101726811
18,3431628231
19,8358008642
20,3301608455
21,3519573803
22,3457863389
23,7091411898
24,7091411898
25,3306653149
26,7450048995
27,4590798826
28,2843822456
29,3774932495
30,8084663877
31,4832825614
32,7588352584
33,3707559920
34,4514428372
35,3707559920
36,6286674016
37,7091411898
38,7091411898
39,7091411898
40,2719640705
41,7091411898
42,2843822456
43,7091411898
44,3613692584
45,3550242140
46,2662458837
47,7346442795
48,6886780896
49,8391049556
50,7091411898
51,3561440705
52,7556194884
53,3964297543
54,7375992566
55,8069686624
56,4921138788
57,6679171594
58,4768783153
59,7346442795
60,3988268563
61,3857267448
62,6959243465
63,7938141202
64,8157893076
65,8157893076
66,3413765047
67,7938618618
68,3413765047
69,8157893076
70,3413765047
71,8157893076
72,3413765047
73,3413765047
74,7346442795
75,3413765047
76,3413765047
77,3978316298
78,8243076866
79,3425755800
80,3898751332
81,3413765047
82,3413765047
83,7509024788
84,2568295075
85,3441403162
86,6510507956
87,4977798588
88,4790012384
89,6043518298
90,2571718193
91,3430595189
92,2588708624
93,3501858420
94,7307914195
95,7001954475
96,7539239529
97,3806789624
98,3540311222
99,2611737964
100,3457517445
101,7133080257
102,4501536349
103,3765085824
104,3184965953
105,3457517445
106,3381020930
107,4200403622
108,3890141248
109,3550002664
110,3459448596
111,3459448596
112,8259047097
113,3608484837
114,3642038309
115,4219497787
116,4251839594
117,7285660258
118,3485394846
119,6080883588
120,3904382270
121,2567777503
122,3632417645
123,6696182575
124,3927960552
125,7867972896
126,4476466877
127,8237242644
128,4925948280
129,8597005837
130,8157893076
131,8830689767
132,8157893076
133,4851924403
134,2563296496
135,6560511509
136,3612519899
137,4038846882
138,4494654541
139,8157893076
140,2734912205
141,6084527772
142,6187538926
143,8291840849
144,4844308162
145,4757164827
146,0783111
147,2709104722
148,7590570326
149,4382069838
150,6503642976
151,4382069838
152,6679171594
153,4632975569
154,3826869364
155,4382069838
156,8572042818
157,8231112754
158,7236793425
159,3983598340
160,3403759488
161,8231112754
162,4544029626
163,2689553441
164,6493174695
165,3275091664
166,4412761957
167,3807395348
168,6121819077
169,4016147269
170,7894831378
171,7959984634
172,7346442795
173,2958703041
174,2580235225
175,4765007732
176,4106146212
177,4542959042
178,4840367596
179,3442279916
180,2593635610
181,3569355124
182,8258773314
183,2696955845
184,4300571474
185,3876032732
186,6458029805
187,4932698709
188,4638252818
189,7701155617
190,3100206773
191,6503642976
192,4550356132
193,6449924254
194,8729249815
195,3596059763
196,6452069846
197,8158558522
198,7294966226
199,7826774655
200,3864993963
201,8566202012
202,7810624584
203,3505245382
204,2697127072
205,8022110462
206,4073605927
207,4203138624
208,7556183574
209,4701793316
210,8952695288
211,4074420156
212,6008971632
213,7168243352
214,4114777855
215,7409532517
216,3307137118
217,8157893076
218,7472608694
219,3993628179
220,8157893076
221,4463659233
222,6753519028
223,8232190124
224,8157893076
225,6643778295
226,3521469411
227,7176617997
228,2603969417
229,3746417535
230,7289247446
231,7721933777
232,7269270129
233,4372988104
234,8157893076
235,4199426730
236,6416004544
237,4632480586
238,8339255746
239,3292647215
240,8157893076
241,7686923096
242,4834185525
243,2907467572
244,3416599145
245,3277656696
246,4834760846
247,8157893076
248,2981701952
249,7254346052
250,6196321944
251,3473796262
252,3989273898
253,4026219593
254,8904886034
255,8178032748
256,4327725530
257,7287794979
258,7556255478
259,7813840306
260,6321904376
261,3555247512
262,4322384877
263,6011125583
264,4478540947
265,7894831378
266,4256879053
267,4295944382
268,6024070920
269,4654296347
270,4062612050
271,7466403857
272,6687803197
273,4867858265
274,4362281789
275,2666502895
276,4916140546
277,3444216252
278,8807858628
279,7293466254
280,7795966579
281,4695058588
282,4082023622
283,7678789504
284,7113582297
285,7588455997
286,2809464308
287,3997757259
288,4823412951
289,3438158872
290,7544551615
291,3723925023
292,3470779053
293,4076617592
294,4026006486
295,3807750053
296,4123335471
297,4466987494
298,7883616737
299,3294975437
300,6060163693
301,4296409877
302,6049798245
303,6452230494
304,7397402075
305,6196337386
306,8038902298
307,7811230525
308,2666140107
309,6826216536
310,7711631905
311,6076649818
312,8124468625
313,4117729909
314,8714732975
315,4177815236
316,4556556544
317,2961812566
318,4307596132
319,7870760525
320,2664620771
321,6980882069
322,4427498089
323,7572617882
324,8019265628
325,4491626903
326,4800009556
327,6069638563
328,6075900718
329,2694554766
330,4883611173
331,4177815236
332,6755987947
333,8054912265
334,4601004746
335,3501338425
336,4826480465
337,7367724024
338,2573535669
339,4012410205
340,8148031389
341,7260852297
342,3927737595
343,8262237392
344,3514198325
345,2905735767
346,7895237967
347,3761935002
348,8311135402
349,4153787257
350,3362612440
351,6787862977
352,3917730788
353,2905735767
354,4824220251
355,4855885969
356,6086835393
357,6099980700
358,7868410746
359,2646979921
360,3029802332
361,4015040084
362,7978518128
363,3599121159
364,4912972544
365,8130957999
366,3130783943
367,3130783943
368,4566848206
369,2729855809
370,4868249922
371,3130783943
372,4113737175
373,3130783943
374,8731193342
375,4786620795
376,2946223064
377,3601935201
378,4434233436
379,7125862439
380,6074319178
381,7804236964
382,3929948141
383,8734020355
384,8179006127
385,4916867463
386,4791180081
387,4307275317
388,7045965348
389,6691310645
390,7859097429
391,7177144758
392,2580357254
393,7289362046
394,3668197264
395,6341970189
396,6775004418
397,4803221581
398,3723925023
399,4974459232
400,2968434487
401,3440888132
402,3843049261
403,4756618372
404,3386255127
405,3498565961
406,3353775512
407,7316315838
408,3929948141
409,3581053762
410,6187932640
411,7411964615
412,2629820163
413,3573129229
414,7083609607
415,2617340554
416,8152793098
417,3444242160
418,3546684009
419,3171773519
420,8097616485
421,8074666696
422,2628337555
423,7696539699
424,3546684009
425,7905681765
426,3546684009
427,2567276526
428,8547448514
429,6399043096
430,7918703332
431,4138133006
432,8029849174
433,6407267468
434,3209382112
435,4005249988
436,3167033806
437,4435110562
438,3543935162
439,7175119198
440,6057962880
441,3777482788
442,2847319635
443,3569466164
444,6010786688
445,3314661852
446,3167007265
447,7282740932
448,6051316842
449,2670000938
450,7882627487
451,3530796779
452,6057966775
453,3570573000
454,7609623205
455,7029276554
456,7665656114
457,4089790973
458,7679837397
459,3007892292
460,3458230228
461,7352028918
462,6413449676
463,6757753778
464,4868676933
465,2692447304
466,7690993829
467,7705946742
468,3868253336
469,3378794832
470,3568518086
471,3985432008
472,8274264719
473,7356653877
474,7012396844
475,8101816819
476,7509242578
477,4058174455
478,8369476747
479,4712887303
480,7705946742
481,2656104758
482,7977635695
483,3561899737
484,6757893095
485,7480257282
486,2564530504
487,4733661199
488,4733661199
489,6242832912
490,2767158898
491,6629192355
492,8329819077
493,6058566095
494,6048535326
495,4376521510
496,8291466775
497,3543936864
498,4112584718
499,6718053224
500,6773816552
501,8157893076
502,4790012384
503,8544767356
504,8544767356
505,3437238808
506,3688752926
507,3509240683
508,6856339382
509,4702787664
510,4599912994
511,4112611217
512,8096876779
513,3561634337
514,4052306796
515,3544220472
516,7802276197
517,8299912467
518,3665066633
519,3533052050
520,4326141306
521,7329894309
522,3560371073
523,3384288438
524,3108857893
525,3485284069
526,3931068630
527,2794226695
528,7507833417
529,7114511859
530,6123657893
531,6058570673
532,7152859362
533,6061386702
534,8139192174
535,6553552027
536,3871614686
537,6085232065
538,7467876346
539,4503428336
540,6500948065
541,7789587068
542,6057745152
543,4126118856
544,4632536773
545,4324544142
546,4324544142
547,7862775778
548,6877935608
549,4808150552
550,4207271652
551,7989059128
552,3567784610
553,7682506082
554,3033990078
555,3531586286
556,6122137229
557,8141634817
558,4156253130
559,7893564178
560,8565357405
561,3560272272
562,4768488026
563,3567828332
564,4911379484
565,3532758161
566,3271973277
567,4355556476
568,4288224151
569,3532758411
570,2920169917
571,4516524776
572,3109696092
573,3033990216
574,8707191636
575,2630586583
576,6261970292
577,3827464821
578,3585930465
579,8157893076
580,4098823199
581,2968649300
582,3485334655
583,2832153340
584,6061386355
585,7487809684
586,3543942688
587,6060391008
588,6243370985
589,8931753299
590,6988331209
591,8380212424
592,7378414716
593,6682578108
594,7632300704
595,6398388444
596,7893268225
597,3531959570
598,6061573946
599,2730011290
600,3788510383
601,7616758362
602,4178053144
603,7996768984
604,4460526753
605,8780902295
606,4269327328
607,2843481281
608,8299284169
609,3543795721
610,8362825268
611,3334119222
612,4101714248
613,6161582401
614,8913055637
615,6703342048
616,2562549569
617,3574384062
618,2738916003
619,4126886453
620,6687259806
621,4111364386
622,8100378292
623,8234185035
624,3364783181
625,2692447304
626,4002881677
627,4101473935
628,3567724648
629,4954933933
630,6123586022
631,4106146212
632,4318758630
633,4878521241
634,7808706362
635,8341843299
636,4310825085
637,7513818078
638,3931068669
639,2612903221
640,3723925023
641,3567322631
642,8588620202
643,6058570751
644,7275811205
645,6057972375
646,8282823782
647,3654971357
648,4116894931
649,4112454648
650,3033166311
651,7089854719
652,7965748394
653,6061387891
654,4964894323
655,4420718667
656,6296311648
657,4810430516
658,3033166311
659,3660195605
660,6453212034
661,7337179529
662,8866838385
663,3033166311
664,3613492713
665,3561565584
666,8308325858
667,6109819581
668,6109819581
669,8684409612
670,7351283897
671,3653181370
672,8708629806
673,4611638771
674,8407853646
675,6858469396
676,6005552794
677,7388017835
678,2583062144
679,4723985088
680,8291122846
681,6807806599
682,2623223585
683,3295651630
684,2970701995
685,4876965654
686,2829510222
687,3927235179
688,4102087449
689,2592925762
690,7670204146
691,3559477176
692,3574152175
693,3943052542
694,8219118606
695,4490361238
696,4334952639
697,8089980177
698,7193228325
699,8205314475
700,7464352839
701,3561404150
702,7287398455
703,4399599836
704,8355144924
705,3532775636
706,4345531282
707,7945697468
708,7352154489
709,6057972577
710,7789809388
711,4869177448
712,4111099295
713,4955538875
714,3569853644
715,4241408148
716,8201346505
717,2665113387
718,4002485878
719,7781207548
720,7160847985
721,8157893076
722,6787862977
723,3460372454
724,7495127985
725,6032791354
726,8355510046
727,4111669502
728,3637483470
729,6745856326
730,3567317478
731,6966567997
732,8078410396
733,4807386236
734,8305279106
735,8078410396
736,4112547387
737,3561548022
738,6770147147
739,4107332412
740,6042059723
741,4929336284
742,4700787759
743,6061571631
744,4909107761
745,3500673150
746,4388209288
747,3648007519
748,4111110739
749,7460017715
750,3567315336
751,7624543227
752,7809583379
753,3864993963
754,2801501831
755,8708847834
756,4786620795
757,4361442362
758,3803159650
759,4890093453
760,2583403016
761,7049531299
762,8717928995
763,3567860006
764,7193428992
765,7357678927
766,8188224508
767,4365568529
768,3567320789
769,4125287152
770,7802276197
771,7278358975
772,4853110899
773,6910824922
774,4722251137
775,7117754485
776,8099338955
777,3274067706
778,3493800506
779,3531065404
780,4883611173
781,6464614264
782,4536064635
783,3475374317
784,6232628129
785,4401605431
786,7696539699
787,3567968042
788,4170686813
789,4957169521
790,3544048896
791,8299684046
792,8884609265
793,2654431284
794,7924754347
795,3729974434
796,6784808999
797,3510617120
798,8279037307
799,6449924254
800,3416576715
801,8208347556
802,7247998592
803,4968204063
804,7261826489
805,7303035199
806,3567597040
807,2583403598
808,4125828491
809,3531976056
810,2692698946
811,7518832197
812,6816892887
813,3829301042
814,8013045954
815,3761016368
816,6833530399
817,7950610647
818,7517698118
819,3512650699
820,8157893076
821,3533081961
822,3530744927
823,7944351254
824,6146468679
825,6061388182
826,8106104367
827,3910511428
828,3698139705
829,8300651938
830,3543795881
831,4060030905
832,4422812517
833,7711751854
834,6879388305
835,2566603939
836,3837991738
837,3428085411
838,2566638662
839,6670579619
840,3013448523
841,6219035539
842,2619190161
843,6074070695
844,8022539182
845,4017839248
846,8514620757
847,3392879894
848,8086047982
849,3998008446
850,4362468802
851,6195826580
852,3668197264
853,8544767356
854,8974005488
855,7570512368
856,7129671652
857,8089980177
858,8169944407
859,4907326578
860,7449145358
861,8341274006
862,2956250634
863,8152004825
864,6074692323
865,8032878258
866,8341274006
867,7630675129
868,7630675129
869,3526804179
870,3263429570
871,7381369012
872,2719414276
