,userid
0,6057971468
1,3235503525
2,7010148605
3,4783809789
4,4145313644
5,4772179266
6,8713977177
7,4497248315
8,3934450343
9,2586976509
10,8257418724
11,4772179266
12,6383776728
13,3901632456
14,7068105225
15,8369705604
16,3274622548
17,2675672596
18,8295836952
19,4292807684
20,4383183194
21,3975858897
22,3094455744
23,4422148503
24,6061386326
25,7068105225
26,7957313374
27,7998728888
28,3369708160
29,3530750315
30,3512907417
31,3979959315
32,6084001374
33,8580248288
34,6690436862
35,3608827120
36,7839721744
37,7948128306
38,3309573270
39,3532048151
40,6719614935
41,3532048539
42,7029276554
43,4306362687
44,6031547610
45,2591214619
46,8200253202
47,7965638296
48,3370181384
49,6108153180
50,3543853614
51,3875756355
52,8022394372
53,7047260646
54,3365620973
55,4497216798
56,2605701491
57,6949600315
58,4033200612
59,6760882435
60,8429927648
61,2588058779
62,4772179266
63,4595702955
64,3769662418
65,4916161561
66,7296580012
67,4074395217
68,3531745937
69,3184717828
70,4044427645
71,6058568797
72,4229750082
73,4371652115
74,4216811427
75,3751778475
76,3335756100
77,8056524825
78,3631861246
79,8094020337
80,6718219356
81,4817055789
82,8175487318
83,8670323818
84,3410332554
85,6184922181
86,4744859984
87,7232769104
88,8233195999
89,4627335070
90,8233760717
91,8023466024
92,3532049563
93,3371521448
94,8249513304
95,6621717315
96,8013665832
97,7316388147
98,7473424799
99,7363270408
100,3928878741
101,4036499010
102,7293617918
103,3533804884
104,2657813208
105,4363921663
106,3167034051
107,4680690913
108,4638296360
109,6278988599
110,8413206467
111,6073928919
112,2782790978
113,4744279752
114,6919632132
115,3517241387
116,3997772475
117,7198911612
118,7260443326
119,4645466712
120,2632046718
121,4414092369
122,3011961143
123,3333727585
124,3513603914
125,4709849907
126,2604228640
127,2674716206
128,2607779957
129,8346644546
130,4013963392
131,3531622869
132,7985649066
133,8351381912
134,8398518812
135,3272693976
136,4033036448
137,2623918700
138,2808284594
139,3359416102
140,4490415196
141,2592293736
142,4326015282
143,4426268188
144,3285919959
145,2883781086
146,4033102466
147,4747780495
148,7266069406
149,4106298600
150,3544294852
151,2649931993
152,4067235326
153,7353765427
154,3774874587
155,4250914058
156,3927349241
157,8729636937
158,4529328327
159,4352844325
160,4425225772
161,4763369070
162,4357476998
163,3404419651
164,4560497578
165,3887396020
166,3958169673
167,6058343790
168,4481942337
169,2986635762
170,6686893522
171,7610078656
172,8101415424
173,4147528573
174,3932208260
175,8119589374
176,4436798568
177,8253008599
178,3555902300
179,3421650574
180,8346644546
181,4418561714
182,6110782270
183,6872459888
184,3952879381
185,7942390628
186,3180873191
187,4301443856
188,3518786807
189,8164255927
190,3020773427
191,4417626778
192,3985081622
193,8060222605
194,7341706146
195,3104490116
196,7261257277
197,3684062122
198,4922590465
199,3601716078
200,8987422804
201,3955898144
202,6058570766
203,3166981452
204,7267201025
205,2594643138
206,6214219879
207,7353012384
208,8358493298
209,3677993160
210,4137947989
211,8232591585
212,3926434648
213,3659973918
214,4180833092
215,6058571324
216,2684030918
217,7926937582
218,7727396922
219,7193243169
220,7459798585
221,4105187946
222,3583233079
223,8247867024
224,6689192075
225,8121116128
226,3422033949
227,3139616133
228,8376595964
229,2698277591
230,4478393569
231,2596544246
232,3422033949
233,3733333684
234,7523518978
235,3401995319
236,3729914169
237,7379005754
238,3078598844
239,3769274528
240,7063020237
241,4944914459
242,6095346077
243,7485153256
244,3684382462
245,7268138588
246,4823212071
247,4256651248
248,3097981780
249,4024584517
250,7999348136
251,6052411778
252,3411519738
253,7728715884
254,4933853918
255,3751422616
256,7551685824
257,3555902300
258,3140953789
259,3020773427
260,7686731338
261,2849913650
262,4305402749
263,8342590149
264,4671654896
265,4801545226
266,4180003192
267,3298448298
268,3429506112
269,4525126026
270,3853150678
271,2898724129
272,3903101637
273,7642883944
274,4732947804
275,3971271870
276,8968062642
277,4827199188
278,3635399428
279,6807642925
280,7668977257
281,6115459809
282,7288057256
283,6052411778
284,8216122668
285,3037428544
286,4936576404
287,3547614820
288,8358527536
289,6052411778
290,4090832814
291,8188331822
292,3845683412
293,7373527172
294,7365324356
295,3663740465
296,7044255992
