,userid
0,3842443808
1,2736346078
2,8287302286
3,3577297569
4,4855800412
5,4460715563
6,3356985582
7,8321658885
8,7917230536
9,2607402170
10,2613055105
11,7226511338
12,2675321658
13,6735521705
14,8187053524
15,8845664727
16,4294317699
17,7154127626
18,7130624805
19,7511562459
20,3859287101
21,2578047898
22,4420877119
23,8488820327
24,2669276965
25,4331969478
26,2846341155
27,8771888059
28,7748253345
29,6521251615
30,8184233268
31,7112614407
32,6042149232
33,3830859302
34,2674953680
35,4182553686
36,6730526639
37,4444137190
38,3661413819
39,2629513238
40,4151091556
41,2808276915
42,4940601679
43,2908463362
44,6959571939
45,8096326308
46,4024556605
47,8406893499
48,3658403075
49,2667084009
50,4365574139
51,3425334365
52,2908463362
53,3862013847
54,3883390926
55,4354243991
56,4412190346
57,4415725308
58,8261512298
59,2669276965
60,4933819118
61,3688583064
62,4425199098
63,4399290202
64,4460044231
65,6123657893
66,2789275901
67,7078014287
68,6012918158
69,8214011634
70,6043518298
71,7638175109
72,3454741359
73,2736346078
74,2608137617
75,4382969637
76,2815713828
77,2786891640
78,7937059107
79,3731630613
80,4349596601
81,8293380259
82,3418234076
83,4108845888
84,4757759901
85,7224810898
86,2708688572
87,3452479532
88,3425153410
89,6972152138
90,2772267183
91,7337949146
92,7479275079
93,3867593793
94,3864218715
95,4764700557
96,3871079997
97,3329361168
98,6796070202
99,4782444457
100,2703504136
101,7741139029
102,8206620972
103,4406957688
104,7226707148
105,4537477710
106,7390953496
107,4282197903
108,4802508876
109,8304139156
110,2931648739
111,7738971726
112,8142402929
113,8254086219
114,7338912344
115,2681088187
116,7194614538
117,6693284098
118,3950119962
119,6693284098
120,7290880516
121,7975603168
122,4339636105
123,6693284098
124,8079661339
125,4023068325
126,4354243991
127,8099173038
128,4746039515
129,4022632016
130,4410186624
131,3842245582
132,2675321658
133,7813937972
134,4493382546
135,3696047597
136,4441404971
137,4483454178
138,4212793870
139,8223856298
140,3482087271
141,7451740299
142,7193942494
143,8089954939
144,3835112473
145,4372401959
146,4119647984
147,8272910554
148,7787824457
149,8273943266
150,4855821362
151,4883274331
152,4635753150
153,7194153166
154,6203920478
155,4354243991
156,4651150032
157,6136183613
158,3830901967
159,7636029868
160,4855821362
161,8199574549
162,8009734409
163,8202101995
164,6682349184
165,8322585599
166,4549575324
167,3835081468
168,3851796657
169,8913766488
170,4481672721
171,4652728989
172,7110328935
173,4267624092
174,3441413663
175,7580505005
176,4526248871
177,2609785278
178,7488350594
179,6710775874
180,8257284718
181,8699912819
182,3649148149
183,8163877008
184,3473811890
185,3778751533
186,3333432739
187,3895829454
188,2608683512
189,4858425999
190,8051893926
191,8301092492
192,4412387733
193,6762859348
194,4877334834
195,4609632404
196,4855800412
197,3859507305
198,8184233268
199,2613367318
200,3661979990
201,2736346078
202,3687195889
203,6572733917
204,6673889055
205,6572733917
206,6673889055
207,6572733917
208,6673889055
209,2607422020
210,2609067370
211,6673889055
212,6572733917
213,7184316489
214,6572733917
215,6673889055
216,3871079997
217,7810615389
218,2609132917
219,2675323077
220,6572733917
221,3871386048
222,6673889055
223,4662699518
224,3858114052
225,7742185574
226,6572733917
227,6673889055
228,3884862069
229,3952991977
230,6572733917
231,2607807192
232,6673889055
233,2650696560
234,4410334852
235,4604627894
236,6848753146
237,2894747680
238,8952365247
239,2931648739
240,2691135881
241,7153789344
242,8068780804
243,3356985582
244,2607775651
245,3868781071
246,6455578039
247,7593035338
248,3842622369
249,2607807192
250,6101298752
251,4335179467
252,2609067370
253,4209440360
254,7763540802
255,7390224249
256,3336781323
257,2670191129
258,7821546457
259,6803914236
260,8335665264
261,6803914236
262,8623371927
263,7821546457
264,7509690549
265,3871079997
266,4926922813
267,4854542728
268,2629274505
269,3172845940
270,3618573093
271,8152174074
272,3840524210
273,7742185574
274,7233671908
275,4335179467
276,2613367318
277,8184233268
278,3807551816
279,4268410742
280,6579721719
281,3842245582
282,7742185574
283,2674953680
284,7488350594
285,8013665832
286,3571159996
287,6455578039
288,3005956724
289,3552675942
290,4410638632
291,4346151088
292,3859612524
293,3871386048
294,3688583064
295,8309993888
296,8056616089
