text
【悲痛！#山东援鄂医疗队员张静静去世# 隔离期满后突发心脏骤停 丈夫援非未能赶回】据澎湃新闻报道，4月6日晚上，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。张静静于1月26日凌晨两点半随山东医疗队抵达湖北，完成援鄂任务后于3月21日随队离鄂返回 ?  展开全文c
#山东援鄂医疗队员张静静去世#真的好心碎明明都到最后一刻了明明快能回家了 ?
太可怜了，孩子怎么办啊？？？丈夫还在援非，这种情况下干嘛派她去？？？不知道该说什么，国家请一定厚待她的家人和孩子。一路走好，来生幸福
#山东援鄂医疗队员张静静去世#……天呐，她的孩子才5岁啊 ?
#山东援鄂医疗队员张静静去世# 刚才央视新闻台还在播说她的情况不好，丈夫向他们请求帮助，希望有社会人士能帮助他回国，害，很是难过了，一路走好
#山东援鄂医疗队员张静静去世#我们都在等你啊，你的丈夫和儿子也都在等你啊，回来吧，山东想你了，我们想你了 ?
很遗憾听到这个消息 一直在祈祷 希望一路走好 在天上一样是天使
#山东援鄂医疗队员张静静去世#走好 ?
真的太难受太难受了，隔离14天都满了马上就要和亲人团聚了突发意外，真的太惋惜了。
#山东援鄂医疗队员张静静去世#   都返回了，都结束隔离了，怎么会这样白衣天使一路走好 ?
【突发疾病的#山东援鄂医疗队员张静静去世# ，丈夫援非未能赶回】4月6日晚上，记者从接近张静静的人士处获悉，4月6日晚上，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。同时，记者从齐鲁医院多名职工处获悉，张静静的丈夫正在援助非洲，未能赶得及 ?  展开全文c
前两天看到消息，我就祈祷您一定要赶快好起来啊，但是孩子等不到妈妈平安回来啦  您是伟大的白衣天使，愿天堂没有疾病与苦楚
因为害怕未知所以从一开始到现在都刻意拒绝看类似新闻 这是唯一从第一时间听到消息到现在时时刻刻在关注着动态的一个 可是最近几天情绪极不明朗 看到标题的瞬间泪目。愿好人被温柔相待
#山东援鄂医疗队员张静静去世#你们的伟大无法用语言表示，一路走好 ?
最不愿意听到的消息还是来了白衣战士一路走好
#山东援鄂医疗队员张静静去世#走好愿她的家人平平安安 2济南 ?
【#山东援鄂医疗队员张静静去世#她将别人从死神手里拉回，而她却再也没有回来】4月6日晚上，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。 2青岛 L青岛生活杂志的微博视频 ?
【突发疾病的#山东援鄂医疗队员张静静去世#，丈夫援非未能赶回】突发疾病的山东援鄂医疗队员张静静经过抢救后，最终没能迎来转机。4月6日晚上，澎湃新闻从接近张静静的人士处获悉，4月6日晚上，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。同时，记 ?  展开全文c
#山东援鄂医疗队员张静静去世# 突发疾病的山东援鄂医疗队员张静静经过抢救后，最终没能迎来转机。4月6日晚上，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。 ?
#山东援鄂医疗队员张静静去世#一路走好，祝愿孩子能健康，快乐，坚强的长大成人! ?
唉，太心痛了。感谢您的付出，一路走好#山东援鄂医疗队员张静静去世# ?
#山东援鄂医疗队员张静静去世#??????去了更美丽地方 2北京·北京大学国际医院 ?
#山东援鄂医疗队员张静静去世#突发疾病的山东援黄医疗队员张静静去世，丈夫援非未能赶回。致敬，黄冈人民永志不忘！ L微媒体联盟网的微博视频 ?
#山东援鄂医疗队员张静静去世#一路走好愿天堂没有悲伤您是英雄 ?
#山东援鄂医疗队员张静静去世# 真不愿意看到这一幕 L长春微视点的微博视频 ?
#山东援鄂医疗队员张静静去世#一路走好致敬，英雄 2广州 ?
#山东援鄂医疗队员张静静去世#英雄一路走好，希望不要再有牺牲了，太难受了#武汉新增无症状感染者34人#无症状感染真的太可怕了，一定要戴好口罩，注意安全 ?。 ?
英雄一路走好#山东援鄂医疗队员张静静去世#
#山东援鄂医疗队员张静静去世#致敬，白衣天使走好 ?
丈夫援非，自己援鄂。 夫妻俩把生命都给了国家，是什么样的神仙眷侣，又是什么样的三观合。  吾辈之楷模，民族之脊梁。
#山东援鄂医疗队员张静静去世#太让人心疼了英雄走好 ?
原来真的有大爱，在自己工作岗位上付出点小爱又偿不可！英雄一路走好！我想你的孩子一定很伤心，但他的妈妈是一个英雄！
#山东援鄂医疗队员张静静去世# 哭了 真的是很很善良的人 上天带走了人间天使 真的好可惜 一路走好 ?
#山东援鄂医疗队员张静静去世#  在这个寒冷的冬天，你给别人带来春天的温暖。春天来了你却离开了我们……英雄一路走好。 2济宁 ?
#山东援鄂医疗队员张静静去世#我们都在等你啊，你的丈夫和儿子也都在等你啊，回来吧，山东想你了，我们想你了 ?
#山东援鄂医疗队员张静静去世#唉，人生无常啊。生命真的太脆弱了，一定要好好珍惜 ?
#山东援鄂医疗队员张静静去世#前辈您辛苦了，一路走好 ?
#山东援鄂医疗队员张静静去世#一路走好感恩白衣天使 ?
#山东援鄂医疗队员张静静去世#终于迎来了春天，你却离开了?? ?
我的天啊，妻子过世，丈夫不能见上最后一面！这个是枉顾人伦的！！一年年的援助非洲！也不管国人愿意不愿意！非洲黑狗们并不感谢中国人，还觉得我们是他们的奴才！
天啊去世了等了一天白衣天使苏醒过来的新闻还是没能等到英雄一路走好
愿一路走好 英雄的灯光永不熄灭 照亮家人 照亮后代
为什么我要在睡前刷微博，看到这样的新闻真的太难受了
#山东援鄂医疗队员张静静去世#一路走好 ?
早上听到您被抢救的消息时，还在为您期待，此刻与您已阴阳两隔因为您，再次为‘山东人’这个称号而骄傲，以您为代表的天使，是我们国家和人民的恩人，英雄安息
#山东援鄂医疗队员张静静去世# 一路走好致敬英雄 ?
刚为湖北拼单来，为湖北拼过命的你却永远离开了??????
【突发疾病的#山东援鄂医疗队员张静静去世# ，丈夫援非未能赶回】刚刚，记者从接近张静静的人士处获悉，4月6日晚上，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。同时，记者从齐鲁医院多名职工处获悉，张静静的丈夫正在援助非洲，未能赶得及回 ?  展开全文c
奇迹没能出现，白衣天使一路走好您是我们山东人的骄傲
#山东援鄂医疗队员张静静去世# 英雄一路走好 ?
#山东援鄂医疗队员张静静去世#建议国家给所有一线工作人员都安排一次全面的体检，尤其心脏部位的，再一个就是改变一下现在这种待在房间里的隔离模式，每天安排被隔离的医护人员都要运动几小时，让身体逐渐适应从高强度超负荷工作状态变为正常生活方式的状态，这跟跑步后继续小跑一段距离是一个道理 ?
一个英雄的家庭，不知道有没有孩子，希望能继承遗志，坚强勇敢！
#山东援鄂医疗队员张静静去世#逝者安息，生者坚强！ ?
#山东援鄂医疗队员张静静去世#一声叹息，丈夫援非，自己援鄂，还有一个五岁的孩子，在隔离的最后一天去世了，丈夫也没能见到最后一面，这个家庭为了国家大义，牺牲太多了，致敬 ?
#山东援鄂医疗队员张静静去世#忆静曩生之昔，其坚守一线，则疾风不足撼其躯；其奋不顾身，则骤雨不足易其志；其与时相争，则狂澜不足掩其情；其舍小为大，则流沙不足泯其心。同行悉慕其所为，人民咸仰其所蕴。吾低头而默，心无念以立。志哀兮是祷，成礼兮期祥。呜呼哀哉！铭张氏静静，缅千百逝者，求 ?  展开全文c
#山东援鄂医疗队员张静静去世#没有一个冬天不可逾越没有一个春天不会来临最终还没是没能将您留住有一个英雄女孩叫张静静 2菏泽 ?
#山东援鄂医疗队员张静静去世# 丈夫还在非洲没能赶回来 从此阴阳相隔 该有多难过 ?
【突发疾病！#山东援鄂医疗队员张静静去世#，丈夫援非未能赶回】突发疾病的山东援鄂医疗队员张静静经过抢救后，最终没能迎来转机。4月6日晚上，澎湃新闻从接近张静静的人士处获悉，4月6日晚上，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。同时，记 ?  展开全文c
#山东援鄂医疗队员张静静去世#是应该在家的日子啊 ?
警惕心源性猝死，痛惜抗疫英雄倒在回家路上。据媒体报道，4月5日，山东援鄂护士张静静在为其返回隔离第14天的早上7点突发心跳骤停，经抢救于6日去世。这个80后护士是千万个抗疫英雄中的一员，没有倒在抗疫战斗中，确躺在了即将回家的路上，让国人为之震惊与惋惜。
#山东援鄂医疗队员张静静去世#丈夫一定要挺住啊这种只有在电视剧出现的悲剧为什么偏偏在现实中上演了啊啊啊 2石家庄 ?
#山东援鄂医疗队员张静静去世#英雄一路走好 ?
#山东援鄂医疗队员张静静去世#除了心痛，没有别的 ?
昨天到今天朋友圈刷屏的援非爱人的回国请求，这会宣告的去世消息，终是没能见着最后一面。致敬！愿天堂没有疾病，没有病痛。#山东援鄂医疗队员张静静去世#
????不顾生命支援疫情前线  英雄一路走好 我们将永远铭记
谁曾见过风，你我皆不曾。但看万木垂梢首，便晓风吹过
希望就算善良换不来惊喜  也不要碰到意外啵。。。有点难过呢#山东援鄂医疗队员张静静去世# ?
#山东援鄂医疗队员张静静去世# 是一对父母失去了自己的孩子一个丈夫失去了妻子一个孩子失去了母亲无法说出什么 她的家人一定在等她回家 ?
#山东援鄂医疗队员张静静去世#辛苦了，一路走好。 ?
#山东援鄂医疗队员张静静去世#再见了，老乡同为菏泽人所以更心痛奇迹还是没有发生 ?
人间悲剧。这样的家庭、这样的付出，怎么表彰都不为过。//@雅纹00701: 天呐//@曾鹏宇://@李子的围脖://@风潇湘:
从昨天开始关注，一直希望可以好起来。说什么都为时已晚，清明时节雨纷纷，泪目……
#山东援鄂医疗队员张静静去世#看到这样的消息好心痛，一个五岁孩子的妈妈，??其丈夫援非未能赶回！第一批山东医疗队成员，在隔离期最后一天突发心脏骤停伟大的医者，山东的骄傲，国家的英雄，一路走好#关注新冠肺炎# O突发疾病的山东援鄂医疗队员张静静去世，丈夫援非未能赶回 ?
#山东援鄂医疗队员张静静去世#唉，太遗憾了，就快胜利了，却倒下了。向您致敬，愿您安息，愿国家和政府善待您的家人。 ?
比我大姐多一个静字，同样也是医护工作者，在患者生命健康面前她们永远都冲在最前面，什么时候考虑过自己的安危。白衣天使，她们就是天使
#山东援鄂医疗队员张静静去世#昨天知道后 就一直在关注 等来了最坏的结果 ?
#山东援鄂医疗队员张静静去世#一路走好感谢你为抗疫所做的一切。 ?
#山东援鄂医疗队员张静静去世#希望您一路走好?????? ?
这个世界的美好，感动，来源于她们这样伟大的付出。
#山东援鄂医疗队员张静静去世#怎么会这样，都马上解除隔离可以回家了太难过了。一路走好 ?
#山东援鄂医疗队员张静静去世# 英雄一路走好，感谢你们为湖北拼过命！ ?
突发疾病的#山东援鄂医疗队员张静静去世#，只差一步就能回家了！丈夫援非未能赶回。 2太原 ?
接触过很多护士长，给我的印象都是和蔼可亲，除了每日繁重的工作，他们还像一个纽带，让每个接触过他们的人都倍感亲切。临睡之前看到这个热搜，心里很不是滋味。我在想还在非洲的丈夫回家后要怎么面对这一切？还有他的亲人朋友需要多久才能接受这个现实？想想之前刷到的那些寒心的新闻，你们是人吗？
#山东援鄂医疗队员张静静去世#真的很抱歉还是没能留住你，英雄一路走好，愿天使安息 2天津 ?
想起来鬼怪中的故事 医生拼命挽救了危急病人的生命 但是医生因为过度疲劳而逝 感谢你们  让我们相信美好
没想到还是用这种方式记住了你#山东援鄂医疗队员张静静去世#  ?
#山东援鄂医疗队员张静静去世#爱人阴阳两隔 看不得这样的消息 ?
?????? 英雄一路走好，祖国不会忘记 #山东援鄂医疗队员张静静去世#
唉多可惜，明明隔离结束可以回家的，山东的英雄一路走好。
怎么连正常人的智商都没有？？外国有一部分人认为是5G网络传播的新冠肺炎，现在英国已经有至少3座手机信号发射塔遭防火。。。。。。#演员李菲耶罗感染新冠去世##山东援鄂医疗队员张静静去世#  O网页链接 ?
心痛！突发疾病的#山东援鄂医疗队员张静静去世#，丈夫正在援助非洲，未能赶得及回来看其最后一眼。 L青年湖南的微博视频 ???
从昨天新闻报道后就一直在盼着好消息出现  真的太难受了 明明都已经要回家团聚了 怎么会这样啊
#山东援鄂医疗队员张静静去世# 丈夫援非，妻子派到抗疫一线，平凡人终究成为了不想成为的英雄。这是抗疫里看到的最难受的一次牺牲 ?
从昨天看到这个消息就一直盼着她能快快好起来，小姐姐你太累了，那就好好休息吧，大家都不会忘记你的
中午我爸妈还说希望她赶紧好起来，现在看见这条真的太难过了
#山东援鄂医疗队员张静静去世#不知道这个时候我该说些什么，就想你在另一个地方好好的下辈子不要再这么累了你是永远的英雄 ?
本来想着下半年说不定哪天能和你打个照面，没想到还是没能留下……真的可怜孩子们了，明明过几个小时就可以见面
哎哟??，她得什么病去世的？//@caozenghui:哎//@Zodzod_张浩://@东邪影视:??唉??……
#山东援鄂医疗队员张静静去世#一路走好 ?
一直在祈祷会有奇迹的那一天   一路好走   你是个英雄
#山东援鄂医疗队员张静静去世#明明是回家的日子太可惜了?? ?
#山东援鄂医疗队员张静静去世#以为你们都能平安回来 ?
#山东援鄂医疗队员张静静去世#天使已经回到天上去了，大家不要用自己狭隘的思想玷污他们高尚的灵魂。一路走好?????? ?
#山东援鄂医疗队员张静静去世#我的天呐今天上午跟妈妈说了这件事我们还一起祈祷您能醒过来的 ?
#山东援鄂医疗队员张静静去世# 我们最终…… 还是没能等来奇迹…… 我们拼尽全力挽留你…… 可你还是在黎明前的黑暗里…… 沉沉睡去…… 谢谢你…… 但也……对不起…… ?
#山东援鄂医疗队员张静静去世# 白衣天使 向您致敬?? ?
#山东援鄂医疗队员张静静去世#虽然是平凡人，但却成为这个时代的英雄 ?，成为天空中最为闪亮的星，这就是家国情怀，这就是我们心中的真英雄。 ?
刚才微博推送我这条消息，然后我的心突然揪了起来，因为我从一开始就关注了这条新闻，而且也一直去微博上搜索她的情况，看抢救的结果，然而当看到结果的那一瞬间，我真的心态崩了。。。。这TM是为什么，为什么要这么残忍!
#山东援鄂医疗队员张静静去世# 太难过了。。。昨天一直抢救，祈祷??还是传来噩耗熬过了最难的战疫……眼看要回家了丈夫还在援非…
真是太可惜了，还是没能救过来，哎，这么小的孩子就没了妈，太残酷了，希望孩子和家人能坚强得好好活下去
刚刚看电视的时候，还在祈祷一定会平安我国战“疫”远远还没有结束，大家不要放松警惕呀
原来真的有大爱，我又为何不能付出一点小爱！英雄一路走好
只差一步就可以回家了，可以抱抱很久没有见面的孩子，他才五岁呀
#山东援鄂医疗队员张静静去世#一路走好 ?
【隔离期满正要归家突发心脏骤停 #援鄂医疗队员张静静去世#】#山东援鄂医疗队员张静静去世#突发疾病的山东援鄂医疗队员张静静经过抢救后，最终没能迎来转机。4月6日晚上，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。从齐鲁医院多名职工处获悉，张 ?  展开全文c
昨天看到后就一直关注 等了这么久也没等到一个好消息
#山东援鄂医疗队员张静静去世#这边有人为了抗击疫情不幸离世，另一边有人理中客要求我们不要高估敌人的疫情。其实，人性本来就是爱幸灾乐祸的，我们要时刻这么政治正确吗？相信美国几百年的家底没这么容易倒，我们也不傻。但是真地希望是美帝再糟糕一点，可以结束霸权，少伸手到别的国家。 ?
#山东援鄂医疗队员张静静去世#没有倒在最艰苦的一线；没有倒在隔离的14天里；明明第15天就该回家了，却偏偏倒在回家的最后一刻。英雄好走 ?
#山东援鄂医疗队员张静静去世# 一路走好 ?
#山东援鄂医疗队员张静静去世#扼腕叹息，英雄一路走好 ?
#山东援鄂医疗队员张静静去世#原本马上就能回家了 ?
#山东援鄂医疗队员张静静去世#走好！ ?
#山东援鄂医疗队员张静静去世#之前还关注着 希望渡过难关 结果还是离开了  很心痛    感谢您对抗疫做出的贡献?? ?
如果你不能分担他人的痛苦，那也要理解他人的痛苦，因为不知道哪一天，你可能会和他换了个位置。#山东援鄂医疗队员张静静去世# ?
一个去拯救中国，一个去拯救世界。难过#山东援鄂医疗队员张静静去世# ?
#山东援鄂医疗队员张静静去世#多愿意相信星际穿越里的平行世界是真实存在的啊 一定会有平行世界 只要有人还记得 她就从未离开 ?
#山东援鄂医疗队员张静静去世#唉，多么希望这是假消息啊，眼看就要胜利了，眼看就要看到自己家人了，这太突然了 ?
#山东援鄂医疗队员张静静去世# 凯旋归来却没能享受胜利后的喜悦... 山东人民的英雄 山东人民的骄傲
今天还在说她丈夫正在想尽办法赶回来，结果就看到去世的消息，太可惜了。您辛苦了。
#山东援鄂医疗队员张静静去世#致英雄恶疫肆虐袭荆楚，巾帼奉命出齐鲁。挥剑怒斩狂荼毒，殚精力竭埋忠骨！ ?
#山东援鄂医疗队员张静静去世##山东援鄂医疗队员突发心脏骤停# 《张静静医生，我们在等待你的辟谣》  这场疫情让我们失去了太多的天使，他（她）都是为人父母儿女，都是心头肉啊。可是，胜利的曙光就在眼前了，你的家人在等待你的团聚啊，你可爱的儿子，你思念的丈夫都在苦等你的回家。  都说你走了 ?  展开全文c
仗打赢了，你为什么不回家！！！！@张静静 #山东援鄂医疗队员张静静去世##张静静我们等你# 2荣成市 ?
#山东援鄂医疗队员张静静去世#一路走好 ?
#山东援鄂医疗队员张静静去世#太痛心了 ?
#山东援鄂医疗队员张静静去世# 还是没有等到奇迹的降临，本来就能回到正常的工作岗位和生活，却猝然离世，让人心痛的消息。愿张医生一路走好
#山东援鄂医疗队员张静静去世# 一直在关注这个事情，可还是等来了令人难过的结果白衣天使一路走好，希望家人都能坚强健康…
#山东援鄂医疗队员张静静去世#哎  走的太可惜了  英雄走好 ?
#山东援鄂医疗队员张静静去世#未来的我也是一名医务人员看到这个消息心里的难过真的抑制不住昨晚的我 叫你今天早上要早点醒过来 拥抱太阳你怎么还是不醒过来呢英雄 一路走好天堂没有病毒 不会让你感到疲惫 ?
#山东援鄂医疗队员张静静去世#一路走好感谢你为抗疫所做的一切。 ?
悲恸，新时代最可爱的人，配得共和国最高的礼贊！英雄一路走好。
明明可以看到阳光，为什么…为什么…不知道为什么…泪不停…多想是个好消息为什么…
#山东援鄂医疗队员张静静去世#在寒冬里你把别人从死亡边缘拉回，还没来得及欣赏这美好的春色，便倒在了通往春天的路上。你是丈夫眼里的妻子，孩子心中的母亲，父母膝下的女儿，逝者安息，生者更痛。 另外她的丈夫韩文涛现在还在塞拉利昂无法回国，有官方或民间力量的请提供帮助。我有韩先生联系方式。  ?  展开全文c
谢谢你为武汉拼过命，很遗憾以这样的方式认识你??????
#山东援鄂医疗队员张静静去世#祝您一路走好向您致敬 ?
#山东援鄂医疗队员张静静去世#太难过了 该有多心痛 ?
刚刚看新闻的时候就看到在报这条...说刚工作结束刚准备回去就突发心梗，家中还有五岁半孩子，援非丈夫求助于民间力量想回国赶回妻子身边去...鼻子一下子就酸了白岩松刚刚还和我们一起为她祈福走好吧您辛苦了
#山东援鄂医疗队员张静静去世#呜呜呜呜呜呜能不能别这样！！好好的，该多好 ?
#山东援鄂医疗队员张静静去世# 原本马上就能回家的了 一路走好 ?
在我最最最失落的时候想过轻生觉得一切都没什么意义 现在为自己这种不成熟的想法感到愧疚 鲜活的生命是多少人所渴望的 为伟大的援鄂静静难过 为正在被抢救的巧巧难过 希望巧巧挺过来好起来真的拜托了
#山东援鄂医疗队员张静静去世#4月6日，山东省第一批援鄂医疗队员、齐鲁医院呼吸与危重症医学科主管护师张静静因抢救无效，宣布临床死亡。 ?
#山东援鄂医疗队员张静静去世#从看到她的消息，就提着不安的心，刚刚看到微博头条的推送，她还是走了，她挚爱的丈夫没能看她最后一眼，想想都心痛！一路走好 ?
生死无常，享受当下！努力绽放！ 向世界证明我曾经来过！
#山东援鄂医疗队员张静静去世#英雄一路走好，希望不要再有牺牲了，太难受了#武汉新增无症状感染者34人#无症状感染真的太可怕了，一定要戴好口罩，注意安全 ?。 ?
#山东援鄂医疗队员张静静去世#一路走好 ?
#山东援鄂医疗队员张静静去世#@黄毛秋莎 ?
从昨天到今天一直为这位姐姐祈祷，但是终究还是离开了白衣天使走好
#山东援鄂医疗队员张静静去世#这个消息真的太令人心碎了??希望国家能安顿好英雄的家人。她的父母还有幼小的孩子。???? ?
下辈子我希望你只是个普通人 不要再做什么英雄 而这辈子我们也只是想做个普通人..
难受... 抛去医务人员的身份 他们也是妻子、丈夫、父亲、母亲、孩子... 他们也是一个个平凡家庭中的支柱 都是不可或缺和不可替代的 愿负重前行的英魂一路走好 ????????????
等了一天这位护士的消息，太令人心疼了。明明都回到家门口了！
#山东援鄂医疗队员张静静去世#昨夜睡去前还为您祷告，等了一天等来的却是这个结果。 感谢您做出的贡献...天使一路走好 2北京·清河 ?
#山东援鄂医疗队员张静静去世#还是没能等到你回来，走好 ???
#山东援鄂医疗队员张静静去世#多希望是条假新闻啊 ?
#山东援鄂医疗队员张静静去世#一路走好，感谢你为抗疫工作付出的一切 ?
不想让你成为英雄，只想让你成为一个合格的妈妈和妻子。
#山东援鄂医疗队员张静静去世#哪有什么岁月静好，只不过是有人替你负重前行希望你的家人可以好好生活希望你的孩子可以健康平安的成长我相信这也是你所希望的愿这位白衣天使在天堂安好 ?
#山东援鄂医疗队员张静静去世#战争已经胜利 可是战士们依旧在死去?????? 不想再看到类似的消息了 希望所有医护人员都能平安 ?
#山东援鄂医疗队员张静静去世#真的心痛，最美的天使一路走好 ?
#山东援鄂医疗队员张静静去世# 逝者安息
#山东援鄂医疗队员张静静去世#我不认识你，你用生命守护我，守护了我们，致敬，缅怀！心心相连 ?
山东第一批援鄂医疗队员张静静去世，转发致敬#山东援鄂医疗队员张静静去世# L何天恩的微博视频 ?
#山东援鄂医疗队员张静静去世#太难受了?? ?
最终还是没能等来你的好消息……心酸、无奈、悲伤……竟是对看两无言……#山东援鄂医疗队员张静静去世# #山东援鄂医疗队员突发心脏骤停#
#山东援鄂医疗队员张静静去世#爱人阴阳两隔，真是难过的消息 ?
#山东援鄂医疗队员张静静去世#没能等来奇迹，不愿意相信这个消息是真的！您是黄冈人的恩人，含泪送别！ 2黄冈 L黄冈生活的微博视频 ?
#山东援鄂医疗队员张静静去世#荣归故里，却与家人永隔了！英雄一路走好 ?
#山东援鄂医疗队员张静静去世#一路走好，感谢您为抗疫所做的一切，致敬！ ?
#山东援鄂医疗队员张静静去世#所以为什么会这样 ?
#山东援鄂医疗队员张静静去世#不要神的光环 只要平凡 不要英雄 只要平安一路走好。 ?
我们一定要好好珍惜现在的生活，因为都是这些负重前行的人换来的。
#山东援鄂医疗队员张静静去世# 太难过了一路走好感谢你为抗疫所做的一切。 ?
#山东援鄂医疗队员张静静去世#痛啊恨啊 真气人啊 都到家门口了 为什么就不让她回家了？ 就差那么一点了 为什么要把她带走？未曾见过一面的人都如此难受 家人可怎么办 ?
#山东援鄂医疗队员张静静去世#心痛，太难过了，走好，感谢你来过?? ?
#山东援鄂医疗队员张静静去世#最美的人，博爱的心。心脏骤停，本来希望奇迹的，死神还是这么无情。走好。 2济南 ?
#山东援鄂医疗队员张静静去世#谢谢你曾经帮助过湖北 2武汉·阳光100大湖第 ?
#山东援鄂医疗队员张静静去世#我真的希望取消国际航班，天天输入，我们的医护人员工作人员不用休息的吗！！！我们疫情严重的时候谁来援助我们了。好不容易好了，现在世界各地的往外派医生，真的是很心疼啊！ ?
#山东援鄂医疗队员张静静去世#哪有什么岁月静好，不过是有人在负重前行。太令人难过了，愿英雄一路走好 ?
从报道她心脏骤停的那一刻，心就一直悬着，期望她可以抢救过来，虽然不认识她，但知道她是义无反顾的援鄂英雄，再后来听说她的丈夫在援非，才知道原来人真的可以那么无私伟大。一路走好，最美丽的护士。
#山东援鄂医疗队员张静静去世#最终还是没能救回来，愿白衣天使一路走好 ?
#山东援鄂医疗队员张静静去世#  没有大家，何来小家 ?
#山东援鄂医疗队员张静静去世#最终还是没能发生奇迹 ?
#山东援鄂医疗队员张静静去世#太难过了。。。真的太难过了。。。。 ?
