,userid
0,2569258460
1,2572413517
2,7328154504
3,3515321559
4,7512476309
5,4776323488
6,8211674207
7,6138032656
8,6813895444
9,3067970565
10,2600056019
11,2903037697
12,6813895444
13,3397542306
14,3821386227
15,2729189506
16,4459214472
17,2660944375
18,3766175922
19,3825586310
20,2699946912
21,7534541836
22,2903037697
23,2968874994
24,3520039634
25,3911075979
26,7939840392
27,2675693276
28,3026164552
29,4167761278
30,3160963949
31,3599154245
32,2794784767
33,2914470337
34,3623769472
35,2660944375
36,6517830676
37,4167761278
38,2968104286
39,2794784767
40,8152417414
41,4167761278
42,3019383818
43,6093118189
44,7456674422
45,4829097996
46,2559521158
47,2713196038
48,4283637099
49,2575060107
50,7599623128
51,3012302477
52,4136289032
53,4357703145
54,3886751380
55,3038588856
56,2942000645
57,2903037697
58,6293136856
59,3306924267
60,8357487597
61,3788512371
62,3495196160
63,3465418495
64,6502416874
65,6906767524
66,8705188094
67,2917413043
68,8104568476
69,2782486703
70,2772010068
71,2666618983
72,2942273274
73,3018550870
74,4275521259
75,2681634003
76,3490502892
77,2681634003
78,2681634003
79,3390671676
80,2681634003
81,2940281697
82,3137064697
83,2940281697
84,6936917302
85,3067970565
86,3681035225
87,2559543283
88,2633045860
89,4225858438
90,2809694942
91,6046201118
92,4368675361
93,4184281179
94,3490033959
95,3067970565
96,8693848604
97,2943145620
98,6731561958
99,6731561958
100,7632271817
101,4869803740
102,3067970565
103,2948858818
104,3067970565
105,2726273674
106,2964961434
107,7478521658
108,2896012030
109,3067970565
110,4516135727
111,2977947669
112,4489628324
113,3484616355
114,3157276703
115,6987640558
116,2964917451
117,3551198789
118,6838014169
119,4005253263
120,3481841233
121,3219826002
122,7834379329
123,3619407069
124,4155380054
125,6810486112
126,2956481486
127,8213371984
128,3108104461
129,2977592054
130,2940245015
131,8213371984
132,2750125988
133,2610705688
134,2824740186
135,2772010068
136,2631861511
137,3128418560
138,3435904160
139,7906016506
140,2718771988
141,2986636124
142,2718771988
143,3953932061
144,3016443881
145,7906016506
146,2834627723
147,4459214472
148,3441885239
149,2958070355
150,2939344598
151,7939840392
152,2540253443
153,2958070355
154,4389687786
155,4677596198
156,6808249212
157,7271848468
158,3619407069
159,3418785964
160,4155380054
161,4155380054
162,3790132035
163,3176339290
164,3678712825
165,2875947498
166,4717886910
167,4639537750
168,4033119212
169,3500427291
170,7939840392
171,2712130300
172,3626478332
173,3306396276
174,3306396276
175,2940245015
176,4418069597
177,3653535472
178,8973968657
179,3498522178
180,2917413043
181,3589015891
182,2590977312
183,4088743186
184,8197363277
185,7939840392
186,3176339290
187,4510501487
188,2638151138
189,2631861511
190,8973968657
191,2981967595
192,2660944375
193,2722348744
194,2642826942
195,7482496057
196,2917413043
197,3874327334
198,3746850541
199,3623769472
200,3653535472
201,2783681600
202,7322008804
203,2953143097
204,2833098621
205,2917413043
206,3012302477
207,6138032656
208,2933100017
209,2933100017
210,2861273978
211,4660142946
212,2634699938
213,3361798404
214,4397266635
215,3176339290
216,3653535472
217,2675693276
218,2631099471
219,4776323488
220,4023040546
221,3631934512
222,3591105936
223,4776323488
224,2675693276
225,3160963949
226,2853544254
227,3435904160
228,3397542306
229,7592924362
230,7939840392
231,2914470337
232,3179661349
233,7204336984
234,7939840392
235,2942000645
236,2981967595
237,3653535472
238,2981967595
239,2571744044
240,4199623165
241,2659877110
242,2833098621
243,7511386472
244,2853544254
245,7560557502
246,3160963949
247,2914470337
248,3644018436
249,3631934512
250,7456674422
251,3623769472
252,8065080774
253,2942000645
254,2590263856
255,2590263856
256,8317792849
257,3495188335
258,3631934512
259,4033525196
260,3683858389
261,2694356814
262,3619407069
263,4155380054
264,3228274285
265,3228274285
266,2563494041
267,3629822386
268,4020638463
269,3188628736
270,2661885579
271,2841801752
272,3618159997
273,2602469416
274,8906446997
275,2659253379
276,2855075190
277,3789912116
278,6171211977
279,4170067070
280,2546903503
281,6171211977
282,6171211977
283,6171211977
284,3999521191
285,7441840168
286,2769439101
287,2631861511
288,6171211977
289,4183978336
290,3455640125
291,2541036928
292,6171211977
293,6171211977
294,6171211977
295,2964917451
296,4311623400
297,4024871970
298,2631861511
299,2990606161
300,2780657352
301,3104200411
302,3953799197
303,3769948824
304,3303605460
305,3021512632
306,2794784767
307,4126923934
308,7690515937
309,8256668536
310,6291163659
311,2987326190
312,2869706160
313,4004697889
314,3665212441
315,3456175662
316,3789478221
317,3456175662
318,3456175662
319,6138032656
320,4057791268
321,8223793918
322,8091014484
323,2712278950
324,8665802196
325,4116125014
326,4884288648
327,7313071364
328,2602966744
329,3067970565
330,3631934512
331,2903037697
332,3952129211
333,3067970565
334,2572413517
335,4739397434
336,2702409052
337,3019383818
338,3019383818
339,2548622821
340,3993650535
341,4223041756
342,2559525257
343,7204770039
344,8216818956
345,3591105936
346,7485795177
347,3361858773
348,2631861511
349,3925670465
350,2631861511
351,2924390232
352,4679721325
353,2563195777
354,3868924356
355,8190072355
356,2687572179
357,4197693625
358,4719716101
359,4739397434
360,4986262561
361,7850345155
362,2903037697
363,4320819658
364,4139830322
365,3220475556
366,3925670465
367,2723478010
368,2583167881
369,4760566503
370,6011706220
371,2912756289
372,7148902574
373,2941121268
374,3670683749
375,3397542306
376,2908574804
377,2942000645
378,3087861856
379,2908574804
380,3128418560
381,7010107806
382,8979993264
383,2914470337
384,3160963949
385,3631934512
386,2559521158
387,2559521158
388,3207320128
389,2964917451
390,2664382512
391,4153387156
392,7930581604
