,userid
0,8766643565
1,3466863516
2,6096824874
3,4114289706
4,8855440536
5,4828167013
6,8143595515
7,6295932684
8,2761475679
9,4009020215
10,3904382270
11,7184618057
12,4153765542
13,7583216075
14,2795342522
15,3136401742
16,7927070162
17,8157893076
18,7754030385
19,4092029937
20,2563892843
21,2954952464
22,2954952464
23,3775559279
24,4142703496
25,7870388289
26,3260086189
27,3616978152
28,7440893172
29,2983556094
30,8572085842
31,4549720629
32,4257614273
33,3309362899
34,3983992520
35,3357707388
36,2563009307
37,6764772157
38,2954121052
39,3466441514
40,6431184996
41,6242220068
42,3477059787
43,4321916257
44,4828167013
45,4828167013
46,3809480571
47,7812275898
48,3307033391
49,8027173204
50,7286280767
51,7384340826
52,3440415400
53,8235225915
54,6878813386
55,3672668473
56,4248268912
57,6104565839
58,8157893076
59,3312752403
60,7470553725
61,3666586430
62,2719640705
63,3239730466
64,2588396784
65,7427661387
66,3672668473
67,8157893076
68,3479206321
69,6051316842
70,8157893076
71,3466441514
72,7369833694
73,7282636554
74,2618074689
75,3524252626
76,3301332687
77,3672668473
78,2618325890
79,8226633965
80,4869659406
81,3592143613
82,3140953789
83,8118810939
84,3672668473
85,2793946400
86,8557520222
87,3672668473
88,3479206321
89,2575581418
90,3688736115
91,2649047934
92,3521055429
93,3140953789
94,7470830952
95,2588333550
96,4489445735
97,4474523507
98,4225539996
99,4394890093
100,2690914518
101,3312752403
102,7719312974
103,8596388417
104,3425028512
105,4118311574
106,8279164896
107,4455439772
108,3369764194
109,3140953789
110,3428205514
111,2690914518
112,3667893383
113,4482228123
114,4630648849
115,3416699842
116,3533393839
117,3239835713
118,4013588554
119,3408797096
120,3512011962
121,4163689891
122,4474523507
123,8157893076
124,3140953789
125,3312752403
126,8157893076
127,7424898582
128,4545228986
129,7547258779
130,4163689891
131,3428205514
132,3264590602
133,8157893076
134,7057428492
135,2775121640
136,4382963291
137,3351035815
138,8989432899
139,7470830952
140,4929012478
141,2726873413
142,7394788759
143,3554629069
144,4225376561
145,3104222767
146,8098619434
147,3590347646
148,3663547818
149,8108961706
150,7121799285
151,4235328438
152,7226072892
153,4566540754
154,8327761154
155,7409291297
156,7529378384
157,6150922589
158,3617123679
159,3715017896
160,8021579626
161,6954902096
162,6028408053
163,3722481168
164,2954105238
165,4862738951
166,4496966913
167,3881298877
168,4362934546
169,4022040438
170,4203162409
171,8317237744
172,2603496276
173,4135989444
174,3522102059
175,4707357488
176,4874321505
177,7388592534
178,6112708968
179,4571479295
180,3425249716
181,8157893076
182,3913525079
183,8794258986
184,4507202531
185,3918060611
186,7050963217
187,8157893076
188,3903593814
189,4105215093
190,2666967564
191,7857101427
192,2645148815
193,4775383765
194,8993310036
195,7470830952
196,3438164275
197,8235734189
198,4484688160
199,7217921624
200,3894443269
201,4410443475
202,4882705788
203,4105223340
204,4207781109
205,4542587501
206,7304061635
207,3919462583
208,4276504608
209,3305091652
210,7977635695
211,3035390217
212,3917695510
213,8729832152
214,3612883588
215,2808815610
216,4855165045
217,8011302239
218,3791376418
219,3118368673
220,3903787312
221,8511110389
222,3422706925
223,8749995565
224,3720205046
225,3919544746
226,4684347375
227,3419380078
228,4296653188
229,3894443978
230,8001821128
231,4317317838
232,8222160358
233,7857101427
234,4507202531
235,3918059736
236,6091820689
237,4155779806
238,3522102059
239,2604536366
240,8686486806
241,7916338442
242,3445540966
243,3913353857
244,4335590181
245,7799054385
246,4775383765
