,userid
0,7968731326
1,4169261144
2,8958491197
3,6020507171
4,4985703708
5,6038332511
6,3638480643
7,6231297456
8,6232454684
9,3262938486
10,6133213398
11,3004401235
12,3539590057
13,3327009995
14,3864966681
15,3152663845
16,7874686742
17,7874686742
18,7874686742
19,8405872485
20,7874289868
21,7923744747
22,3080952727
23,7874289868
24,4736716924
25,4456450469
26,3820460788
27,3729914169
28,7874289868
29,4460715563
30,7863494194
31,7049790018
32,8773620264
33,7874259204
34,3096391983
35,7863494194
36,6189758343
37,8162600268
38,7863494194
39,4470985622
40,7339165197
41,7195446416
42,7861213674
43,7574163616
44,8050350415
45,3528044278
46,3723651469
47,8784205662
48,3333287588
49,7010383988
50,4057062918
51,7309966006
52,7103874104
53,7580711556
54,6946709092
55,4848671170
56,6261834748
57,6016237940
58,7557968958
59,7717368459
60,8700068212
61,8186394085
62,8230843367
63,8802037128
64,8040227688
65,6479820698
66,6032241330
67,6682510269
68,6726589017
69,6967980874
70,6235045854
71,8212105185
72,2834596888
73,4481942337
74,3951556376
75,2655332387
76,6882882644
77,2552405118
78,7988372792
79,7539961276
80,7641716658
81,8000173024
82,8881555989
83,7987350267
84,4453237855
85,3245981198
86,4923820333
87,8650076644
88,8650076644
89,8650076644
90,6969370836
91,7874259204
92,6097807177
93,7766120428
94,7025499054
95,7561001467
96,7822452687
97,8157893076
98,2542606390
99,4480333440
100,4465486576
101,6822110832
102,7580505005
103,2563359837
104,7132234265
105,2602376675
106,8253995575
107,7436698869
108,7812897408
109,4948902744
110,6829001008
111,7866333514
112,3425146772
113,4205371540
114,7822852574
115,7582689898
116,8075892407
117,7961292538
118,7001954475
119,6170031471
120,7548418926
121,4819293421
122,7541875959
123,8152832905
124,6677774349
125,3213793925
126,7864593928
127,8157893076
128,4467126476
129,7022638347
130,6732790587
131,7623465375
132,4090702136
133,6910455656
134,3578170100
135,4860188096
136,7803340442
137,8065665454
138,7300955275
139,4320109638
140,7402470032
141,8213829688
142,6010506830
143,3888576502
144,4860335890
145,6289688028
146,8295937908
147,8518675832
148,8150780859
149,8488294289
150,8213347492
151,8482750065
152,3991659208
153,6969981584
154,7626795406
155,8157893076
156,7325894786
157,7997879576
158,6640650975
159,8944965436
160,4907186897
161,8105080029
162,2657260339
163,3966994336
164,8279418976
165,7334417706
166,4302632098
167,8157893076
168,4300571474
169,2719640705
170,4293547862
171,4030611252
172,3116105305
173,6681295965
174,8807858628
175,3716688778
176,3973665488
177,2790480682
178,7380910146
179,4246155456
180,6377496149
181,4046344708
182,3695914106
183,3695914106
184,3695914106
185,4695438062
186,3695914106
187,3695914106
188,8630521806
189,4819544964
190,2544192436
191,7206151129
192,8157893076
193,3695914106
194,3695914106
195,8088242355
196,3813484102
197,8747379686
198,3639598058
199,3190699987
200,3843777225
201,8157893076
202,4374473951
203,3543201052
204,8257952444
205,8157893076
206,3122649413
207,8157893076
208,8349066484
209,3861744484
210,3685999619
211,8157893076
212,3229053655
213,2620540946
214,6681295965
215,8017849657
216,4803497176
217,8036289372
218,4129499894
219,2663413580
220,4615820912
221,6523577137
222,6710683474
223,4127801096
224,3708834638
225,8056845857
226,2695723980
227,4727537449
228,6572733917
229,3723916791
230,6673889055
231,6572733917
232,6572733917
233,6673889055
234,6673889055
235,6673889055
236,6787862977
237,8157893076
238,2540835990
239,7258271639
