,userid
0,3807909422
1,3624739004
2,8710387036
3,3630459388
4,8405872485
5,7863494194
6,3807608502
7,3566440239
8,3751081205
9,3572988540
10,3935495708
11,3338733890
12,3566773709
13,2723335376
14,2691217914
15,3807926730
16,3568777342
17,2601901784
18,8308843837
19,3520902902
20,3930240344
21,7874289868
22,3568237890
23,3520902902
24,3566938650
25,3567196828
26,3566995487
27,3807869139
28,2780373687
29,2659642378
30,7850301788
31,7874686742
32,7850301788
33,3625536990
34,3572794214
35,7580505005
36,3568010505
37,3736572830
38,2703080736
39,3566502457
40,3568423611
41,3574295368
42,3327009995
43,3625758171
44,4382959624
45,3807741038
46,3624684910
47,3624903550
48,3586536200
49,3336746972
50,3626715094
51,3807757335
52,3567318282
53,3364050668
54,3566742141
55,4335514714
56,6770864724
57,8011302239
58,3327009995
59,3411394779
60,3627648242
61,3568108887
62,7861213674
63,3213793925
64,3630296810
65,3568233795
66,2781187507
67,7861213674
68,8266365217
69,4513884935
70,3568381828
71,3152663845
72,3807800621
73,3213793925
74,2665714101
75,4828167013
76,2662614783
77,3066031460
78,3567967355
79,4632633570
80,3628941162
81,3472947472
82,7460142942
83,3566678490
84,3625755239
85,3574482354
86,3656875503
87,7874259204
88,2899725759
89,8157893076
90,3810911867
91,8777621678
92,8474282487
93,3566688091
94,3811125015
95,3566881815
96,3627661272
97,8312910294
98,6075756769
99,3574487369
100,3749158793
101,4189574411
102,3743677581
103,7214652492
104,4087437549
105,3568364482
106,6792332435
107,7273582236
108,3628922316
109,3473495072
110,8157893076
111,3628584527
112,6792194797
113,3568340612
114,3625512766
115,7678789504
116,4661091995
117,2843635167
118,3152663845
119,4958683714
120,2632521232
121,4000748869
122,4410443475
123,6780775395
124,8157893076
125,3829671101
126,7874259204
127,6823394879
128,4289413810
129,8327761154
130,6823434479
131,4383495986
132,4412592034
133,6351497156
134,3822642505
135,3331118766
136,8157893076
137,6823447407
138,4856118939
139,2995482368
140,3371956255
141,3330509942
142,4291069175
143,2679616344
144,4218990154
145,4787271511
146,4374698377
147,2995482368
148,4056335635
149,3548399463
150,2629882534
151,4025418958
152,3562306071
153,6326706007
154,6822540009
155,4220019395
156,3912418822
157,2560256495
158,2935946585
159,4048309853
160,8157893076
161,2673598698
162,7051791686
163,4144199371
164,6859247632
165,4768353277
166,8193871545
167,3584255855
168,6830684427
169,3111028099
170,4862904196
171,4056335635
172,6823127425
173,3515359118
174,8157893076
175,3215542438
176,7831613889
177,4296954803
178,4328009713
179,7831613889
180,8382735185
181,4297921496
182,2962136134
183,7051791686
184,8246878996
185,3428205514
186,6547439787
187,2685413124
188,8157893076
189,7449145358
190,2626702800
191,7438183264
192,7449145358
193,2890341432
194,8266365217
195,4368288002
196,3428205514
197,6830684427
198,2962136134
199,4056335635
200,6738738417
201,3445540966
202,8157893076
203,3028576609
204,3838178546
205,3943593795
206,8220851966
207,2995482368
208,2691290871
209,3888818041
210,3329573839
211,3518136437
212,4231038010
213,2557970249
214,4368288002
215,8084903468
216,4056335635
217,3721093395
218,4368288002
219,2635384133
220,3548427542
221,7149059274
222,4912972544
223,4297921496
224,3343579610
225,3548496652
226,4119561506
227,7327681624
228,7677618419
229,4733899848
230,4283409838
231,8055667836
232,2608052922
233,4205362396
234,7704354645
235,3321043415
236,4955215210
237,3978590932
238,3729592177
239,8228522386
240,3827482032
241,8369680318
242,7978783752
243,3640480407
244,7768416332
245,6070231406
246,4374338047
247,3672724832
248,3672724832
249,7789050934
250,4305402749
